,year,life_ladder,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,positive_affect,negative_affect,iso3_code
225,2018,7.118364334106445,0.9197631478309631,70.69999694824219,0.8768875002861023,0.02817559987306595,0.7401749491691589,0.24321457743644714,DEU
226,2019,7.035472393035889,0.8856673240661621,70.9000015258789,0.884751558303833,0.05094149708747864,0.7124611139297485,0.22617121040821075,DEU
227,2020,7.3118977546691895,0.9050804972648621,71.0999984741211,0.8643560409545898,-0.0677168145775795,0.6982660889625549,0.20592711865901947,DEU
228,2021,6.754523754119873,0.8675825595855713,71.30000305175781,0.778439998626709,0.07367802411317825,0.7033330202102661,0.25119468569755554,DEU
229,2022,6.608206748962402,0.9158080220222473,71.5,0.8952218890190125,0.07995132356882095,0.6680371165275574,0.200957253575325,DEU
230,2023,6.792490482330322,0.8948324918746948,71.69999694824219,0.8447375297546387,0.106207937002182,0.7063045501708984,0.23123596608638763,DEU
236,2012,5.096354007720947,0.8121411204338074,70.16000366210938,0.3726104199886322,-0.30957627296447754,0.5444107055664062,0.3515062928199768,GRC
237,2013,4.720251083374023,0.6866500377655029,70.23999786376953,0.4259665310382843,-0.27723783254623413,0.5708364248275757,0.48218315839767456,GRC
238,2014,4.756237030029297,0.8323332071304321,70.31999969482422,0.3691563308238983,-0.29294174909591675,0.5970151424407959,0.3854333162307739,GRC
239,2015,5.622519016265869,0.8348246812820435,70.4000015258789,0.5317363142967224,-0.27716487646102905,0.6365904211997986,0.2774125337600708,GRC
240,2016,5.302619457244873,0.8026058673858643,70.5250015258789,0.4816168546676636,-0.26513397693634033,0.5938278436660767,0.3362075090408325,GRC
241,2017,5.1482415199279785,0.7528995275497437,70.6500015258789,0.4383000135421753,-0.29474079608917236,0.5159084796905518,0.3328307569026947,GRC
242,2018,5.409289360046387,0.7935007810592651,70.7750015258789,0.5644556879997253,-0.3395468294620514,0.5636278390884399,0.2550065815448761,GRC
243,2019,5.952157497406006,0.8908095359802246,70.9000015258789,0.6135841012001038,-0.2931655943393707,0.5597583651542664,0.23594646155834198,GRC
244,2020,5.787615776062012,0.7785365581512451,71.0250015258789,0.5646136403083801,-0.24616412818431854,0.6293821334838867,0.32168421149253845,GRC
245,2021,6.104214191436768,0.8503261804580688,71.1500015258789,0.574029803276062,-0.16070719063282013,0.6235564947128296,0.3108518719673157,GRC
246,2022,5.900459289550781,0.8753129839897156,71.2750015258789,0.5625561475753784,-0.31801149249076843,0.5886290669441223,0.18271400034427643,GRC
247,2023,5.79606294631958,0.8184308409690857,71.4000015258789,0.5891226530075073,-0.22280369699001312,0.6079389452934265,0.31131336092948914,GRC
253,2012,4.683358192443848,0.9061139822006226,66.12000274658203,0.5692315101623535,-0.1420387476682663,0.5819487571716309,0.3153980076313019,HUN
254,2013,4.914466857910156,0.8773183226585388,66.27999877929688,0.6737282872200012,-0.11878498643636703,0.6466063261032104,0.3067241311073303,HUN
255,2014,5.180563449859619,0.8447352647781372,66.44000244140625,0.49447470903396606,-0.1556605100631714,0.5779167413711548,0.23761963844299316,HUN
256,2015,5.344383239746094,0.8587338328361511,66.5999984741211,0.5577213764190674,-0.20365004241466522,0.649912416934967,0.2445363849401474,HUN
257,2016,5.448901653289795,0.8995115756988525,66.75,0.5539517402648926,-0.1927042305469513,0.5899617075920105,0.24332576990127563,HUN
258,2017,6.065038681030273,0.8767475485801697,66.9000015258789,0.6611659526824951,-0.145132914185524,0.6436054706573486,0.180921271443367,HUN
259,2018,5.9357709884643555,0.9405913949012756,67.05000305175781,0.6926270723342896,-0.2486373633146286,0.5946771502494812,0.20108288526535034,HUN
260,2019,6.000259876251221,0.9465155601501465,67.19999694824219,0.798041045665741,-0.20087893307209015,0.6528927683830261,0.18034812808036804,HUN
261,2020,6.038049697875977,0.9434003829956055,67.3499984741211,0.7709680795669556,-0.1273200809955597,0.6616453528404236,0.24005194008350372,HUN
262,2021,6.226647853851318,0.9478921294212341,67.5,0.7274899482727051,-0.04610445722937584,0.6681486368179321,0.19194917380809784,HUN
263,2022,5.861183166503906,0.9370588660240173,67.6500015258789,0.7755020260810852,-0.009392013773322105,0.6282212734222412,0.2501358985900879,HUN
264,2023,5.9651780128479,0.9542263746261597,67.80000305175781,0.7547153234481812,-0.0021450684871524572,0.6730110049247742,0.18858890235424042,HUN
266,2012,7.590660095214844,0.9789652824401855,71.5999984741211,0.9046545028686523,0.23457735776901245,0.8169490694999695,0.15715381503105164,ISL
267,2013,7.501394271850586,0.9671449065208435,71.69999694824219,0.923207700252533,0.298813134431839,0.8022662401199341,0.15627557039260864,ISL
268,2015,7.49807071685791,0.9802832007408142,71.9000015258789,0.9404851198196411,0.29411906003952026,0.7942911386489868,0.17950443923473358,ISL
269,2016,7.510034561157227,0.9849400520324707,71.92500305175781,0.9516095519065857,0.2743895351886749,0.807857871055603,0.15816916525363922,ISL
270,2017,7.4762139320373535,0.966752827167511,71.94999694824219,0.9387832880020142,0.2395819127559662,0.8232097625732422,0.14816001057624817,ISL
271,2019,7.532504558563232,0.9818245768547058,72.0,0.9594700932502747,,0.7872226238250732,0.17770352959632874,ISL
272,2020,7.575489521026611,0.9832860827445984,72.0250015258789,0.9486271739006042,0.15221719443798065,0.8081478476524353,0.17179514467716217,ISL
273,2021,7.564624786376953,0.9798582196235657,72.05000305175781,0.9232433438301086,0.2569889426231384,0.8058084845542908,0.15910319983959198,ISL
274,2022,7.448794364929199,0.9848011136054993,72.07499694824219,0.9356690049171448,0.22163501381874084,0.7683941721916199,0.1779928207397461,ISL
