,ISO3 Code,Year,Rule_of_law,Gov_effectiveness,Control_of_corruption,Fdi,Gdp_per_capita,Gini,Unemployement,Political_stability
204,GRC,2012,0.388231575489044,0.276448935270309,-0.19037801027298,0.695897838082299,21624.346052551,36.3,24.731,-0.217248693108559
205,GRC,2013,0.467316538095474,0.357173413038254,-0.0754430443048477,1.24506178790059,21573.3449762805,36.1,27.686,-0.171341717243195
206,GRC,2014,0.373986780643463,0.298027336597443,-0.136098176240921,1.15314480305525,21474.7257123892,35.8,26.708,-0.140445962548256
207,GRC,2015,0.252492129802704,0.145935848355293,-0.119139403104782,0.652184629866422,17980.7298238137,36.0,24.981,-0.235559731721878
208,GRC,2016,0.112394168972969,0.124417319893837,-0.13452722132206,1.3975055397238,17919.2426377048,35.0,23.514,-0.129703640937805
209,GRC,2017,0.0502666123211384,0.239155456423759,-0.112043097615242,1.7162955046024,18631.9930129293,34.4,21.414,-0.0812440440058708
210,GRC,2018,0.113017320632935,0.25846466422081,-0.0562080480158329,1.88723349665644,19873.4015238771,32.9,19.179,0.153979063034058
211,GRC,2019,0.158072605729103,0.314295798540115,0.0136982277035713,2.41172201156202,19335.3602002969,33.1,17.045,0.162428334355354
212,GRC,2020,0.288973033428192,0.402936995029449,0.0319508388638496,1.72637818314203,17886.733165236,33.6,15.899,0.115181528031826
213,GRC,2021,0.321165591478348,0.406026542186737,0.183011442422867,2.80914754352091,20654.7001960815,32.9,14.657,0.10138326883316
214,GRC,2022,0.325134873390198,0.446967661380768,0.0375978611409664,3.63119902887991,20971.8349258283,34.7,12.426,0.106463775038719
215,GRC,2023,0.213158577680588,0.148003026843071,0.0978469252586365,1.93926040548242,23400.7278817691,34.7,11.023,0.239744067192078
216,HRV,2012,0.145079001784325,0.675028204917908,-0.0254572927951813,2.54569948440014,13508.6836989693,32.5,15.935,0.606891453266144
217,HRV,2013,0.177962198853493,0.675364792346954,0.107450112700462,1.59377624608893,14136.3967669505,32.0,17.251,0.642667889595032
218,HRV,2014,0.218224167823792,0.676334917545319,0.200835213065147,5.34746591045471,14187.9694531493,32.1,17.29,0.619112372398376
219,HRV,2015,0.127412468194962,0.457353413105011,0.19990636408329,0.95805116174867,12285.3032582105,31.1,16.175,0.586513638496399
220,HRV,2016,0.33985698223114,0.422308266162872,0.155666068196297,2.99014228580785,12821.1738140304,30.9,13.103,0.654191136360168
221,HRV,2017,0.308922588825226,0.535491704940796,0.0596246346831322,3.23999605818927,13902.6310485422,30.4,11.208,0.681905686855316
222,HRV,2018,0.3015296459198,0.513932764530182,0.0467699244618416,2.66911435553493,15460.4183295843,29.7,8.432,0.793678283691406
223,HRV,2019,0.348268538713455,0.456785351037979,0.0524476990103722,6.47277176941678,15563.8167397199,28.9,6.617,0.685510694980621
224,HRV,2020,0.236185565590858,0.424775809049606,0.177110493183136,2.53910439982718,14808.4620188819,29.5,7.507,0.607283234596252
225,HRV,2021,0.275418937206268,0.552374601364136,0.0375364571809769,7.42706757670832,17789.9304736722,28.9,7.608,0.621595680713654
226,HRV,2022,0.36779710650444,0.581313610076904,0.147807404398918,5.51610421858619,18466.0955472648,30.65,6.96,0.672563254833221
227,HRV,2023,0.36060556769371,0.712653696537018,0.181928679347038,3.95990588027565,21865.4562838641,30.65,6.086,0.59771203994751
228,HUN,2012,0.611102879047394,0.608617842197418,0.298703163862228,8.28331795876545,12984.8365730133,30.8,11.003,0.675794780254364
229,HUN,2013,0.583020031452179,0.678418397903442,0.293921649456024,-2.74908851237622,13715.0703590361,31.5,10.177,0.796646118164062
230,HUN,2014,0.509202778339386,0.582895636558533,0.156544849276543,9.13264031619237,14294.2584180751,30.9,7.725,0.669904828071594
231,HUN,2015,0.382024466991425,0.509736955165863,0.118709452450275,-4.36969676192795,12717.038597002,30.4,6.813,0.737792491912842
232,HUN,2016,0.413626253604889,0.457127034664154,0.0721640735864639,54.0032415239678,13104.6995457458,30.3,5.115,0.64338093996048
233,HUN,2017,0.537432312965393,0.481280267238617,0.0906213447451591,-8.64479864186923,14621.2395956755,30.6,4.156,0.796200513839722
234,HUN,2018,0.5550696849823,0.443152636289597,0.0553392209112644,-40.2628801605692,16425.2050299693,29.6,3.709,0.737591445446014
235,HUN,2019,0.498684227466583,0.450478911399841,0.0306371729820967,59.9103508132077,16786.2136399075,30.0,3.419,0.761921286582947
236,HUN,2020,0.492385804653168,0.538535594940186,0.0689540952444077,106.427933097787,16131.9540355923,29.7,4.25,0.83704686164856
237,HUN,2021,0.505373418331146,0.596821069717407,0.0119548495858908,18.3888757177947,18755.1023464312,29.2,4.045,0.798591256141663
238,HUN,2022,0.422067135572433,0.533869922161102,-0.103261694312096,-1.1227943982934,18353.298364905,30.35,3.609,0.678676307201385
239,HUN,2023,0.427084535360336,0.372758895158768,-0.0004981306265108,-34.0103605718433,22141.8669799276,30.35,4.107,0.731891810894012
240,IRL,2012,1.7272036075592,1.53906953334808,1.45570015907288,25.559985134526,49411.7387476787,33.2,15.451,0.941072702407837
241,IRL,2013,1.70915448665619,1.50404286384583,1.64604413509369,29.8149884164329,52619.2123745817,33.5,13.735,0.901075720787048
242,IRL,2014,1.76058638095856,1.59883308410645,1.69225120544434,39.3211822791795,57278.2590911107,31.9,11.858,1.05299115180969
243,IRL,2015,1.72836124897003,1.52084052562714,1.67364001274109,74.7451651859543,64311.8234684057,31.8,9.908,0.89533257484436
244,IRL,2016,1.46621227264404,1.32955777645111,1.64945268630981,26.0995626363161,64292.659966313,32.8,8.374,0.833849668502808
245,IRL,2017,1.38122129440308,1.26728880405426,1.52960228919983,20.4067173013161,72499.3268743015,31.4,6.713,0.993410110473633
246,IRL,2018,1.41250944137573,1.37824308872223,1.5349406003952,20.3765793364025,81248.3135388,30.6,5.741,1.01136958599091
247,IRL,2019,1.34828162193298,1.2575615644455,1.4588143825531,7.67631524338682,82508.4659883582,30.8,4.95,0.959416449069977
248,IRL,2020,1.45630073547363,1.43524384498596,1.53512811660767,8.08332623981842,87567.1148972037,29.2,5.623,0.965521574020386
249,IRL,2021,1.49300801753998,1.46342539787292,1.61938548088074,14.6286171122761,105561.137468992,30.1,6.364,0.843662619590759
250,IRL,2022,1.52677750587463,1.5485702753067,1.67441475391388,-6.48520600331755,106194.755859223,31.6,4.501,0.88466739654541
251,IRL,2023,1.63358354568481,1.59114551544189,1.5752888917923,-25.3851325549736,103887.800388081,31.6,4.288,0.901911556720734
252,ISL,2012,1.67797338962555,1.48314440250397,1.87803149223328,6.94277709651988,45995.5478789467,26.8,6.0,1.24503207206726
253,ISL,2013,1.65386235713959,1.48298573493958,1.90486621856689,2.93088850938654,49804.9829978371,25.4,5.376,1.28713369369507
254,ISL,2014,1.70448124408722,1.48536741733551,1.82364666461945,4.29141502345504,54576.7448146565,27.8,4.897,1.24697458744049
255,ISL,2015,1.63356757164001,1.46093690395355,1.89781582355499,6.54080992846603,52951.6815110898,26.8,3.979,1.29848098754883
256,ISL,2016,1.48315024375916,1.34993553161621,1.90363955497742,-5.12806396736361,61987.9263620283,27.2,2.978,1.34658873081207
257,ISL,2017,1.57102274894714,1.41358423233032,1.79464328289032,-28.3072317012805,72010.1490316258,26.1,2.742,1.33768677711487
258,ISL,2018,1.67925131320953,1.42581415176392,1.80560302734375,-2.37128033729888,74452.1890731447,26.8,2.704,1.39481735229492
259,ISL,2019,1.72632610797882,1.48203492164612,1.67063760757446,-2.25459249123475,68452.23622306,26.8,3.507,1.61980617046356
260,ISL,2020,1.75022161006927,1.47592997550964,1.6668643951416,-4.06130543466877,59023.5663465778,26.8,5.478,1.37503159046173
261,ISL,2021,1.71263349056244,1.59388387203217,1.76012051105499,1.80154545586606,69325.9078287926,26.8,6.029,1.37235331535339
262,ISL,2022,1.70290505886078,1.5629870891571,1.56749963760376,4.85963418914523,75314.085560994,26.8,3.789,1.24969923496246
263,ISL,2023,1.72111761569977,1.55512094497681,1.55130612850189,2.19783677396124,79636.9548578508,26.8,3.518,1.21440374851227
264,ITA,2012,0.425940155982971,0.447511166334152,0.172010645270348,0.0016635941816028,35235.7989058242,35.2,10.655,0.508217513561249
265,ITA,2013,0.436259418725967,0.532426714897156,0.070905864238739,0.907076904789882,35747.707952689,34.9,12.149,0.495499193668365
266,ITA,2014,0.422147244215012,0.472872227430344,0.0056577529758215,0.783743281747353,35750.7197500382,34.7,12.683,0.458165407180786
267,ITA,2015,0.288353830575943,0.49019667506218,0.0265776235610247,0.720886367724088,30387.1293187854,35.4,11.896,0.363257199525833
268,ITA,2016,0.366415023803711,0.544244647026062,0.0815546959638596,1.35957350873308,31126.3246947273,35.2,11.688,0.355933427810669
269,ITA,2017,0.319133818149567,0.491924196481705,0.175231233239174,0.44334154868577,32554.14668453,35.9,11.211,0.292910486459732
270,ITA,2018,0.240623876452446,0.408853262662888,0.215687438845634,2.10769610409513,34746.3441392416,35.2,10.61,0.326271682977676
271,ITA,2019,0.272417157888412,0.450929790735245,0.233934670686722,1.77066894209208,33812.788724868,34.6,9.952,0.381114274263382
272,ITA,2020,0.206682667136192,0.360754579305649,0.509535729885101,-0.893869914296467,32091.4866621366,35.2,9.164,0.399345397949219
273,ITA,2021,0.240348026156425,0.325260877609253,0.517084956169128,1.14272563508111,36852.5425414951,34.8,9.497,0.550520956516266
274,ITA,2022,0.296974033117294,0.448645293712616,0.527714252471924,2.98280776340516,35635.7442204098,35.2,8.069,0.466298222541809
275,ITA,2023,0.390358686447144,0.611036896705627,0.550129175186157,1.8261985109804,39003.3160954123,35.2,7.627,0.583320736885071
276,LTU,2012,0.844753980636597,0.826729953289032,0.386670023202896,1.5855600934776,14294.7178607152,35.1,13.365,0.786209881305695
277,LTU,2013,0.829998910427094,0.8258997797966,0.418842434883118,1.66003716547755,15655.3513307327,35.3,11.77,0.964532315731049
278,LTU,2014,0.937465846538544,0.977036237716675,0.553396463394165,0.739699359398686,16473.5678231709,37.7,10.698,0.742136418819427
279,LTU,2015,0.97820919752121,1.15046727657318,0.582566559314728,2.49622116332616,14300.2553666736,37.4,9.12,0.749750256538391
280,LTU,2016,0.996741414070129,1.03285944461823,0.676383554935455,2.7403147410033,14981.6208126311,38.4,7.862,0.8147212266922
281,LTU,2017,0.961514294147491,0.929402828216553,0.518651902675629,2.89745572307538,16884.7100319318,37.3,7.073,0.765565991401672
282,LTU,2018,0.923098206520081,1.0314474105835,0.466041952371597,2.39550085067311,19368.5391045353,35.7,6.147,0.729236841201782
283,LTU,2019,0.985989809036255,1.00766611099243,0.666305541992188,6.23035300556358,19727.7607453736,35.3,6.255,0.770623564720154
284,LTU,2020,0.94848245382309,1.0149097442627,0.778560698032379,7.94344900363669,20541.824988603,36.0,8.487,0.92147696018219
285,LTU,2021,1.07464647293091,1.01744949817657,0.824572265148163,3.74064234382321,23934.728489916,36.7,7.112,0.809846818447113
286,LTU,2022,1.06033229827881,0.993961572647095,0.746974110603333,3.40588108209325,25085.784063499,36.35,5.956,0.653032541275024
287,LTU,2023,1.26719617843628,1.05012118816376,0.781545519828796,4.80150438624708,27786.0057829276,36.35,6.841,0.742111504077911
288,LUX,2012,1.79168510437012,1.66362190246582,2.1143639087677,-22.4122807694915,112584.676270958,34.3,5.03,1.33191883563995
289,LUX,2013,1.80755913257599,1.62242209911346,2.11570620536804,71.5004338219293,120000.140729859,32.0,6.045,1.33524811267853
290,LUX,2014,1.901979804039,1.64794015884399,2.06915903091431,63.1069462039856,123678.702143275,31.2,6.044,1.37832379341125
291,LUX,2015,1.83813381195068,1.69270300865173,2.05351066589355,53.1356881901997,105462.012584423,32.9,6.796,1.42636823654175
292,LUX,2016,1.71983742713928,1.65589165687561,2.04989457130432,-1.99437877885646,106899.293549552,31.7,6.669,1.40361714363098
293,LUX,2017,1.69909048080444,1.64544296264648,1.94112145900726,22.8557855660981,110193.213797228,34.5,5.523,1.3128936290741
294,LUX,2018,1.76795589923859,1.73641335964203,2.04803919792175,30.7845247034535,116786.511654677,35.4,5.589,1.34749054908752
295,LUX,2019,1.74955821037292,1.69548451900482,2.07247686386108,252.920356064947,112726.439672814,34.2,5.592,1.3333135843277
296,LUX,2020,1.73590040206909,1.79238891601562,2.02369952201843,200.831508487808,116905.370396853,33.4,6.766,1.21248233318329
297,LUX,2021,1.74762201309204,1.67725694179535,1.84092938899994,60.9625248334477,133711.794435985,32.7,5.571,1.19407951831818
298,LUX,2022,1.76851046085358,1.77222788333893,1.88359045982361,-360.352806534785,125006.021815486,33.15,4.588,1.06439006328583
299,LUX,2023,1.75243473052979,1.91421329975128,1.92665910720825,-27.6120210823287,128678.189942826,33.15,5.184,1.05400168895721
300,LVA,2012,0.779922068119049,0.828348100185394,0.238223135471344,3.98573894005036,13329.3499931271,35.2,15.047,0.453626722097397
301,LVA,2013,0.762152135372162,0.87935084104538,0.321280241012573,3.39352198804719,14484.4715282132,35.5,11.867,0.593635261058807
302,LVA,2014,0.870915234088898,0.950847923755646,0.40977743268013,3.45179531513635,15185.814581236,35.1,10.846,0.487268358469009
303,LVA,2015,0.766673684120178,1.05340993404388,0.434054464101791,3.08543258338884,13321.9753140616,34.2,9.873,0.436310410499573
304,LVA,2016,0.927819967269897,0.965538024902344,0.395586460828781,1.23693505180815,13838.5266823272,34.3,9.643,0.467219561338425
305,LVA,2017,0.900835394859314,0.865553975105286,0.500998258590698,4.04880019492546,15132.4958333982,35.6,8.715,0.452954679727554
306,LVA,2018,0.923180341720581,1.00028502941132,0.297239780426025,1.32076900628522,17252.1710428626,35.1,7.412,0.395444005727768
307,LVA,2019,0.979084551334381,1.06574690341949,0.48045802116394,3.37100266711483,17294.9751600969,34.5,6.312,0.426870435476303
308,LVA,2020,0.92213636636734,0.838092744350433,0.693109571933746,2.81413557812427,17564.2321549354,35.7,8.098,0.462181746959686
309,LVA,2021,0.949516475200653,0.832942485809326,0.720612168312073,9.77889955337523,20262.8433862451,34.3,7.513,0.673440217971802
310,LVA,2022,0.921031415462494,0.69153767824173,0.693807184696198,3.20205546190368,20229.4613617326,35.1,6.815,0.48640912771225
311,LVA,2023,1.03986096382141,0.696560978889465,0.698113977909088,3.99799833869667,22502.8429938094,35.1,6.465,0.591089129447937
312,MDA,2012,-0.32300740480423,-0.55792099237442,-0.614259123802185,2.88432657387508,3044.8084324815,29.2,2.151,0.0464904792606831
313,MDA,2013,-0.370096445083618,-0.407670170068741,-0.753976941108704,2.54698521289676,3321.04397795719,28.5,1.873,0.00080857204739
314,MDA,2014,-0.246212035417557,-0.419933348894119,-0.854309618473053,3.67896919655633,3289.95758568777,26.8,1.425,-0.158987760543823
315,MDA,2015,-0.383665978908539,-0.721139073371887,-0.947364449501038,2.89663554883048,2749.55137054338,27.0,1.742,-0.326045989990234
316,MDA,2016,-0.529219090938568,-0.693787217140198,-0.990662038326263,1.09561343852844,2847.08794770479,26.3,1.557,-0.305498778820038
317,MDA,2017,-0.451828390359879,-0.577288508415222,-0.834933340549469,1.5715119911375,3453.26727720294,25.9,1.586,-0.31498920917511
318,MDA,2018,-0.438802748918533,-0.505967557430267,-0.758018732070923,2.75177990255296,4156.44981956646,25.7,1.196,-0.402167946100235
319,MDA,2019,-0.458089917898178,-0.441430509090424,-0.650996446609497,4.44218297010915,4405.33418162155,26.0,1.466,-0.387288391590118
320,MDA,2020,-0.515005588531494,-0.533600270748138,-0.586998105049133,1.35047634241375,4375.7788930524,26.3,1.186,-0.340111285448074
321,MDA,2021,-0.357341021299362,-0.437800526618958,-0.469503223896027,2.8200678267721,5274.60582195352,25.7,0.785,-0.205297246575356
322,MDA,2022,-0.286401212215424,-0.307596892118454,-0.342236280441284,4.03859534264597,5738.42473515618,26.3,0.897,-0.659070193767548
323,MDA,2023,-0.152658581733704,-0.164951995015144,-0.28033846616745,2.15968663127415,6729.41286813969,26.3,1.555,-0.683699607849121
324,MKD,2012,-0.251570194959641,-0.210188359022141,-0.0511750727891922,3.46744163927687,5049.8265386157,38.1,31.096,-0.492649525403976
325,MKD,2013,-0.230947881937027,-0.168528482317924,-0.0565227419137955,3.72036775399161,5626.26115664893,36.2,29.017,-0.416076391935349
326,MKD,2014,-0.0558183006942272,0.0154965808615088,-0.0327540375292301,0.535807905351314,5925.38592218015,35.2,28.215,0.256382942199707
327,MKD,2015,-0.237846747040749,-0.0302746333181858,-0.26603227853775,2.94702779153329,5262.68671928674,35.6,26.395,-0.292592734098434
328,MKD,2016,-0.344368368387222,-0.0337916128337383,-0.297931522130966,5.14755489783813,5598.48622617967,34.5,24.312,-0.355312615633011
329,MKD,2017,-0.310623556375504,-0.0176615100353956,-0.32858607172966,3.36726558000357,5955.2973863451,34.2,22.857,-0.258880764245987
330,MKD,2018,-0.308503180742264,0.055729191750288,-0.392622709274292,5.11494867914757,6713.98925398989,33.0,21.208,-0.211905926465988
331,MKD,2019,-0.306625753641129,-0.124041438102722,-0.456911981105804,4.35892493383855,6718.85826635458,33.5,17.414,0.0081416917964816
332,MKD,2020,-0.106092594563961,0.0282578598707914,-0.494269162416458,0.0622421869397704,6659.59651070776,34.85,16.575,0.112060539424419
333,MKD,2021,-0.100468806922436,-0.121813729405403,-0.375454425811768,4.97315294989199,7620.80296977508,34.85,15.801,0.0624840781092644
334,MKD,2022,-0.0968875586986542,-0.0813848301768303,-0.323990255594254,6.13067578989693,7606.2375253797,34.85,14.477,0.180839285254478
335,MKD,2023,-0.168044894933701,-0.0513173453509808,-0.34861546754837,4.06949842712956,8624.29360948531,34.85,13.174,0.170306503772736
336,MLT,2012,1.33850824832916,1.24083888530731,0.935569167137146,34.586489580652,22878.313086001,29.4,6.203,1.06507515907288
337,MLT,2013,1.32581269741058,1.25139141082764,0.97623074054718,4.72416455167554,25346.5236450477,28.8,6.115,1.04275786876678
338,MLT,2014,1.19110727310181,1.02343165874481,0.846630215644836,1.31122389888756,27356.6080303021,29.0,5.737,1.12549698352814
339,MLT,2015,1.1067533493042,0.81887686252594,0.8642418384552,32.1027329502695,25481.8977555627,29.4,5.389,1.05367743968964
340,MLT,2016,0.968909025192261,0.920882403850555,0.683730661869049,23.0840199411253,26409.6285858968,29.1,4.694,1.06645977497101
341,MLT,2017,1.11296081542969,0.968723773956299,0.703656733036041,299.824941014866,30259.3952629768,29.2,4.008,1.23830890655518
342,MLT,2018,1.01997232437134,0.930900931358337,0.547124087810516,452.221039539527,33332.1905601302,28.7,3.665,1.27164912223816
343,MLT,2019,0.921630799770355,0.824169158935547,0.209994375705719,198.19959042815,32412.2697818499,31.0,3.627,1.01364505290985
344,MLT,2020,0.883726119995117,0.99406486749649,0.342483103275299,192.141318771847,31796.8213417258,31.4,4.357,0.99847799539566
345,MLT,2021,0.835411548614502,0.853116869926453,0.292902559041977,433.860897111274,38027.3801730893,29.2,3.403,0.887514472007751
346,MLT,2022,0.785654842853546,0.804084479808807,0.238765001296997,126.275787596203,36142.2058531852,29.2,2.929,0.911014318466187
347,MLT,2023,0.702327609062195,0.397335052490234,0.10974658280611,112.62636977735,40395.7692064458,29.2,3.11,0.858121693134308
348,MNE,2012,-0.0584805831313133,0.120514154434204,-0.129764124751091,15.1222637401287,6586.39970256684,41.2,19.808,0.596563041210175
349,MNE,2013,-0.0343756228685379,0.153825387358665,-0.287302702665329,9.99730747518636,7188.86361611271,39.0,19.585,0.504595458507538
350,MNE,2014,0.0140005685389042,0.293321192264557,-0.0755308717489243,10.8186630053694,7387.87296917548,38.8,18.054,0.219455271959305
351,MNE,2015,-0.0456785894930363,0.166538342833519,-0.123520962893963,17.2602289657156,6517.19267514764,39.0,17.555,0.136638209223747
352,MNE,2016,-0.135133937001228,0.135110005736351,-0.0820801183581352,5.17948370092294,7033.43962398373,38.5,17.732,0.268716216087341
353,MNE,2017,-0.111639104783535,0.17134128510952,-0.0849762111902237,11.5444030591496,7803.35824465203,36.9,16.082,-0.0625774934887886
354,MNE,2018,0.0027681780047714,0.0904116332530975,-0.0147577738389373,8.8189254000302,8850.3749248372,36.8,15.19,0.0376955643296242
355,MNE,2019,-0.0074288840405643,0.106434404850006,-0.0302034318447113,7.53492922355211,8909.6538759126,35.7,15.128,0.05806864798069
356,MNE,2020,-0.0405889339745045,-0.106665946543217,-0.0437371805310249,11.1300494820964,7677.37132106817,35.4,17.878,-0.0611971393227577
357,MNE,2021,-0.0840640366077423,-0.0304788909852505,-0.0440896898508072,11.8356969374313,9465.96153027794,34.3,16.543,-0.0524446368217468
358,MNE,2022,-0.126116916537285,-0.0274766758084297,-0.118748672306538,14.0062013047765,10093.4387007266,37.7,14.852,-0.140881478786469
359,MNE,2023,-0.0421564690768719,0.247063115239143,-0.0793098732829094,6.98310120786314,12221.4775546967,37.7,17.555,0.0693022906780243
360,NLD,2012,1.85268175601959,1.83936905860901,2.09058332443237,30.7005118317346,50473.9442002689,27.6,5.821,1.18746471405029
361,NLD,2013,1.82529842853546,1.80873382091522,2.01686978340149,35.1314671422811,52602.2860520766,28.1,7.241,1.14381539821625
362,NLD,2014,1.973428606987,1.83546948432922,1.96052145957947,15.8698220389322,53457.2234864322,28.6,7.419,1.04511535167694
363,NLD,2015,1.9068900346756,1.82862544059753,1.83337318897247,48.5010592798915,45793.8135434697,28.2,6.872,0.912540197372437
364,NLD,2016,1.84564888477325,1.82028615474701,1.85835075378418,34.567786396249,46808.5291492503,28.2,6.007,0.896933197975159
365,NLD,2017,1.75830602645874,1.81402194499969,1.74557888507843,23.5201922487149,49513.6817346384,28.5,4.837,0.907123684883118
366,NLD,2018,1.74446511268616,1.80973696708679,1.88914597034454,-30.7775269483508,53955.0770024266,28.1,3.832,0.838281273841858
367,NLD,2019,1.73473942279816,1.76715266704559,1.86761248111725,-13.6740358407126,53554.9007491475,29.2,3.379,0.821324944496155
368,NLD,2020,1.70633113384247,1.8052179813385,1.99998319149017,-23.7095109882189,53467.9277413737,26.0,3.82,0.830933392047882
369,NLD,2021,1.69862735271454,1.72513651847839,2.00424218177795,-10.9532599562774,60141.9880911492,25.7,4.209,0.893059194087982
370,NLD,2022,1.65676593780518,1.57889866828918,1.91720008850098,1.48704290039353,59123.318556487,28.15,3.526,0.726799547672272
371,NLD,2023,1.64250445365906,1.62553191184998,1.86710047721863,-26.7686982770768,64572.0059558854,28.15,3.537,0.658281981945038
372,NOR,2012,1.95103108882904,1.8999354839325,2.24798226356506,5.44056216851406,102175.919298374,25.7,3.129,1.32746982574463
373,NOR,2013,1.97096431255341,1.87676703929901,2.28692841529846,-0.260184320751091,103553.840134417,26.4,3.425,1.3520919084549
374,NOR,2014,2.02431488037109,1.82170379161835,2.22268295288086,0.646203788277676,97666.6951838749,26.8,3.486,1.11995851993561
375,NOR,2015,1.97525000572205,1.8330682516098,2.20029306411743,1.87399423252337,74809.9658049898,27.5,4.296,1.14562010765076
376,NOR,2016,1.99445748329163,1.83236646652222,2.14950466156006,-5.03254975124346,70867.3609970749,28.5,4.68,1.18162095546722
377,NOR,2017,1.98068571090698,1.94444799423218,2.19124555587769,1.46874278067631,76131.8384032764,27.0,4.164,1.15070176124573
378,NOR,2018,1.92207717895508,1.84514558315277,2.05031037330627,-1.28796404191649,82792.8427113304,27.6,3.801,1.12084853649139
379,NOR,2019,1.94084346294403,1.82773196697235,2.0337541103363,3.99513402641074,76430.5889473338,27.7,3.684,1.14211213588715
380,NOR,2020,1.92992174625397,1.88777232170105,2.06576919555664,-1.11596503409555,68340.0181033702,27.25,4.424,1.22160577774048
381,NOR,2021,1.90791833400726,1.79539930820465,2.10831046104431,2.81683452885051,93072.8925119571,27.25,4.359,1.08862638473511
382,NOR,2022,1.76085293292999,1.94172024726868,2.0676383972168,2.42127009824237,108798.451165901,27.25,3.231,0.86123925447464
383,NOR,2023,1.83398151397705,1.79993534088135,2.11352157592773,2.20906699529341,87925.0944188399,27.25,3.573,0.892857432365417
384,POL,2012,0.817868530750275,0.657871425151825,0.659753620624542,1.52886091421625,13087.420943321,33.0,10.031,1.04947865009308
385,POL,2013,0.839544832706451,0.659244894981384,0.645680546760559,0.258983446617592,13621.9023794031,33.1,10.293,0.973354995250702
386,POL,2014,0.87160587310791,0.768983721733093,0.681905627250671,3.85089176515991,14262.2841914116,32.8,8.971,0.842940807342529
387,POL,2015,0.803594648838043,0.74108874797821,0.694461524486542,3.29546177974363,12637.5220324406,31.8,7.475,0.862319052219391
388,POL,2016,0.593824148178101,0.651506066322327,0.759568095207214,3.81608753667806,12464.0110508476,31.2,6.141,0.496157646179199
389,POL,2017,0.400895059108734,0.550776779651642,0.698781192302704,2.37812836572029,13913.3402919927,29.7,4.867,0.509756147861481
390,POL,2018,0.376929372549057,0.546892523765564,0.622786521911621,3.34803923662527,15658.2120316794,30.2,3.835,0.480488687753677
391,POL,2019,0.391241818666458,0.512824833393097,0.611018896102905,3.15455649244208,15874.5220531254,28.8,3.267,0.550716519355774
392,POL,2020,0.524749398231506,0.324195116758347,0.618671596050262,3.31499059495462,15987.5753654045,28.5,3.155,0.491619497537613
393,POL,2021,0.425569206476212,0.254306375980377,0.546135544776917,5.44306737738578,18635.5104895754,28.5,3.268,0.49190354347229
394,POL,2022,0.428134799003601,0.258881956338882,0.506645441055298,6.00626096603428,18891.2121169279,30.7,2.811,0.505146443843842
395,POL,2023,0.458741247653961,0.421437799930573,0.565399944782257,4.24072792984725,22056.6661704127,30.7,2.743,0.559584558010101
396,PRT,2012,1.03611195087433,1.00191485881805,0.955447733402252,9.88117848952073,20593.4274224109,36.0,15.531,0.775272607803345
397,PRT,2013,1.03864598274231,1.19421780109406,0.91217178106308,6.94609171015971,21676.4859642714,36.2,16.188,0.74876344203949
398,PRT,2014,1.11946487426758,0.983170330524445,0.909372627735138,5.23551856283017,22120.6850127107,35.6,13.897,0.8062744140625
399,PRT,2015,1.10189425945282,1.15793454647064,0.892139911651611,0.6380745862791,19215.7813014347,35.5,12.447,0.904212951660156
400,PRT,2016,1.04333281517029,1.14832854270935,0.858934998512268,3.56501050349716,19980.2808866516,35.2,11.068,0.958625793457031
401,PRT,2017,1.10397756099701,1.2940491437912,0.821428775787354,4.83731761644887,21442.3842768879,33.8,8.869,1.10616970062256
402,PRT,2018,1.1079808473587,1.18115174770355,0.806315660476685,3.240940463269,23541.1401075289,33.5,6.994,1.11530721187592
403,PRT,2019,1.10635912418365,1.13418579101562,0.745498478412628,4.29794091554859,23343.3628970034,32.8,6.464,1.05175185203552
404,PRT,2020,1.15668058395386,0.979601144790649,0.72114634513855,1.73847041272099,22299.4044062173,34.7,6.801,1.00873112678528
405,PRT,2021,1.10502743721008,0.952431321144104,0.741993844509125,3.06611456095761,24711.4510062111,34.6,6.577,0.937390148639679
406,PRT,2022,1.11221826076508,1.00113356113434,0.728919625282288,3.71003929656135,24620.519556875,34.95,6.011,0.795802593231201
407,PRT,2023,1.06766510009766,0.987550020217896,0.696312069892883,3.35726106492717,27331.2094945255,34.95,6.509,0.712578117847443
408,ROU,2012,0.0929005369544029,-0.169484630227089,-0.381443470716476,1.70143772893218,8929.95366231474,36.5,6.794,0.0823415592312813
409,ROU,2013,0.190215259790421,0.134710595011711,-0.301038712263107,2.03100513989555,9497.67411615237,36.9,7.096,0.179133072495461
410,ROU,2014,0.242155745625496,0.224672213196754,-0.224212571978569,1.9372882717301,10031.7710755404,36.0,6.802,0.0491361282765865
411,ROU,2015,0.204882144927979,0.0987904593348503,-0.170948252081871,2.42725822119065,8977.01748158196,35.9,6.812,0.181799337267876
412,ROU,2016,0.45245349407196,-0.0682618692517281,-0.178657218813896,3.37417569649644,9404.54005870715,34.4,5.901,0.266823202371597
413,ROU,2017,0.436648339033127,-0.0847913026809692,-0.141483217477798,2.83273074460251,10727.9822007426,36.0,4.927,0.0485141687095165
414,ROU,2018,0.367548227310181,-0.177138328552246,-0.226882994174957,3.01622370394842,12502.2624061935,35.8,4.187,0.0363187454640865
