Series Name,"Series Code","Country Name","Country Code","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2023 [YR2023]","2022 [YR2022]","2021 [YR2021]","2020 [YR2020]","2019 [YR2019]","2018 [YR2018]","2017 [YR2017]","2016 [YR2016]"
Gini index,"SI.POV.GINI","Switzerland","CHE","31.6","32.5","32.5","32.3","NA","NA","NA","33.7","34","33.1","32.7","33"
Gini index,"SI.POV.GINI","Syrian Arab Republic","SYR","NA","NA","NA","NA","NA","26.6","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Tajikistan","TJK","NA","NA","NA","34","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Tanzania","TZA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40.5","NA","NA"
Gini index,"SI.POV.GINI","Thailand","THA","39.3","37.8","37","36","NA","NA","34.9","35","34.9","36.4","36.4","36.9"
Gini index,"SI.POV.GINI","Timor-Leste","TLS","NA","NA","28.7","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Togo","TGO","NA","NA","NA","43","NA","NA","37.9","NA","NA","42.5","NA","NA"
Gini index,"SI.POV.GINI","Tonga","TON","NA","NA","NA","33.5","NA","NA","27.1","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Trinidad and Tobago","TTO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Tunisia","TUN","NA","NA","NA","32.8","NA","NA","33.7","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Turkiye","TUR","NA","NA","NA","NA","NA","NA","44.4","43","43.8","42.4","43.5","NA"
Gini index,"SI.POV.GINI","Turkmenistan","TKM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Turks and Caicos Islands","TCA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Tuvalu","TUV","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Uganda","UGA","41","NA","NA","NA","NA","NA","NA","NA","42.7","NA","NA","42.8"
Gini index,"SI.POV.GINI","Ukraine","UKR","24.7","24.6","24","25.5","NA","NA","NA","25.6","26.6","26.1","26","25"
Gini index,"SI.POV.GINI","United Arab Emirates","ARE","NA","32.5","NA","NA","NA","NA","NA","NA","NA","26.4","NA","NA"
Gini index,"SI.POV.GINI","United Kingdom","GBR","33.1","32.7","33.1","33.3","NA","NA","32.4","32.6","32.8","33.7","32.6","33.1"
Gini index,"SI.POV.GINI","United States","USA","40.9","40.6","41.5","41.2","NA","41.3","39.7","39.7","41.5","41.4","41.2","41.1"
Gini index,"SI.POV.GINI","Uruguay","URY","39.9","40.5","40.1","40.1","NA","40.6","40.8","40.2","39.7","39.7","39.5","39.7"
Gini index,"SI.POV.GINI","Uzbekistan","UZB","NA","NA","NA","NA","NA","31.2","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Vanuatu","VUT","NA","NA","NA","NA","NA","NA","NA","NA","32.3","NA","NA","NA"
Gini index,"SI.POV.GINI","Venezuela, RB","VEN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Viet Nam","VNM","35.6","NA","34.8","NA","NA","36.1","NA","36.8","NA","35.7","NA","35.3"
Gini index,"SI.POV.GINI","Virgin Islands (U.S.)","VIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","West Bank and Gaza","PSE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","33.7"
Gini index,"SI.POV.GINI","Yemen, Rep.","YEM","NA","NA","36.7","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Zambia","ZMB","NA","NA","NA","55.8","NA","51.5","NA","NA","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Zimbabwe","ZWE","NA","NA","NA","NA","NA","NA","NA","NA","50.3","NA","44.3","NA"
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","",""
Last Updated: 12/16/2024,"","","","","","","","","","","","","","",""
